Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product	Checked out by
1126062..1126604	-	180	15901054	-	SP_1189	-	-	#NAME?	
1131925..1132041	-	38	15901062	-	SP_1199	-	-	#NAME?	
1141285..1141401	+	38	15901072	-	SP_1209	-	-	#NAME?	
1141398..1141565	-	55	15901073	-	SP_1210	-	-	#NAME?	
1141697..1141792	-	31	15901074	-	SP_1211	-	-	#NAME?	
1146372..1146479	-	35	15901078	-	SP_1216	-	-	#NAME?	
1146532..1146675	+	47	15901079	-	SP_1217	-	-	#NAME?	
1156969..1157271	-	100	15901086	-	SP_1224	-	-	#NAME?	
1165645..1166226	+	193	15901095	-	SP_1233	-	-	#NAME?	
1188095..1188265	-	56	15901113	-	SP_1252	-	-	#NAME?	
1188265..1188357	-	30	15901114	-	SP_1253	-	-	#NAME?	
1198653..1198772	-	39	15901125	-	SP_1265	-	-	#NAME?	
1215724..1216089	+	121	15901141	-	SP_1281	-	-	#NAME?	
1231299..1231517	-	72	15901160	-	SP_1300	-	-	#NAME?	
1231825..1232076	-	83	15901161	-	SP_1302	-	-	#NAME?	
1232170..1232265	-	31	15901162	-	SP_1303	-	-	#NAME?	
1232390..1232491	-	33	15901163	-	SP_1304	-	-	#NAME?	
1232501..1232605	+	34	15901164	-	SP_1305	-	-	#NAME?	
1234454..1234624	-	56	15901166	-	SP_1307	-	-	#NAME?	
1246865..1247188	-	107	15901177	-	SP_1323	-	-	#NAME?	
1256535..1257122	-	195	15901186	-	SP_1332	-	-	#NAME?	
1257125..1257358	-	77	15901187	-	SP_1333	-	-	#NAME?	
1257909..1258097	-	62	15901189	-	SP_1335	-	-	#NAME?	
1261328..1261507	-	59	15901192	-	SP_1338	-	-	#NAME?	
1261687..1261824	-	45	15901193	-	SP_1339	-	-	#NAME?	
1261957..1263276	-	439	15901194	-	SP_1340	-	-	#NAME?	
1270383..1270493	-	36	15901199	-	SP_1345	-	-	#NAME?	
1270738..1271325	-	195	15901200	-	SP_1346	-	-	#NAME?	
1271418..1271561	-	47	15901201	-	SP_1347	-	-	#NAME?	
1272009..1272287	-	92	15901203	-	SP_1349	-	-	#NAME?	
1272295..1272549	-	84	15901204	-	SP_1350	-	-	#NAME?	
1272549..1272656	-	35	15901205	-	SP_1351	-	-	#NAME?	
1274488..1274595	-	35	15901207	-	SP_1353	-	-	#NAME?	
1285471..1286505	-	344	15901217	-	SP_1363	-	-	#NAME?	
1301604..1301750	+	48	15901233	-	SP_1379	-	-	#NAME?	
1302240..1303901	-	553	15901234	-	SP_1380	-	-	#NAME?	
1309727..1309966	-	79	15901239	-	SP_1385	-	-	#NAME?	
1324090..1324281	+	63	15901255	-	SP_1401	-	-	#NAME?	
1330816..1331205	-	129	15901264	-	SP_1410	-	-	#NAME?	
1343206..1343694	-	162	15901275	-	SP_1422	-	-	#NAME?	
1344357..1344758	-	133	15901277	-	SP_1424	-	-	#NAME?	
1344774..1344908	-	44	15901278	-	SP_1425	-	-	#NAME?	
1351183..1351329	+	48	15901284	-	SP_1432	-	-	#NAME?	
1356073..1356702	+	209	15901288	-	SP_1436	-	-	#NAME?	
1371311..1371610	-	99	15901302	-	SP_1452	-	-	#NAME?	
1372253..1372375	-	40	15901304	-	SP_1454	-	-	#NAME?	
1372518..1372709	-	63	15901305	-	SP_1455	-	-	#NAME?	
1375298..1375534	-	78	15901309	-	SP_1459	-	-	#NAME?	
1378810..1379256	+	148	15901315	-	SP_1465	-	-	#NAME?	
1390112..1390501	-	129	15901326	-	SP_1476	-	-	#NAME?	
1390483..1390890	-	135	15901327	-	SP_1477	-	-	#NAME?	
1393727..1393972	-	81	15901330	-	SP_1480	-	-	#NAME?	
1393997..1394104	-	35	15901331	-	SP_1481	-	-	#NAME?	
1398351..1398689	-	112	15901335	-	SP_1487	-	-	#NAME?	
1398812..1398952	-	46	15901336	-	SP_1488	-	-	#NAME?	
1400739..1400834	-	31	15901338	-	SP_1490	-	-	#NAME?	
1403113..1404225	-	370	15901341	-	SP_1493	-	-	#NAME?	
1404330..1404584	-	84	15901342	-	SP_1494	-	-	#NAME?	
1404578..1404820	-	80	15901343	-	SP_1495	-	-	#NAME?	
1429407..1430024	-	205	15901368	-	SP_1522	-	-	#NAME?	
1439481..1439576	-	31	15901373	-	SP_1528	-	-	#NAME?	
1443844..1444356	-	170	15901377	-	SP_1533	-	-	#NAME?	
1455368..1456963	-	531	15901391	-	SP_1548	-	-	#NAME?	
1466560..1466697	-	45	15901399	-	SP_1556	-	-	#NAME?	
1470955..1471128	-	57	15901405	-	SP_1562	-	-	#NAME?	
1477247..1477417	-	56	15901413	-	SP_1570	-	-	#NAME?	
1484607..1484729	-	40	15901421	-	SP_1579	-	-	#NAME?	
1486366..1486494	+	42	15901423	-	SP_1581	-	-	#NAME?	
1489654..1489791	+	45	15901427	-	SP_1585	-	-	#NAME?	
1497699..1497902	+	67	15901434	-	SP_1592	-	-	#NAME?	
1504894..1505523	-	209	15901441	-	SP_1601	-	-	#NAME?	
1506675..1507151	-	158	15901444	-	SP_1604	-	-	#NAME?	
1512686..1512790	+	34	15901451	-	SP_1611	-	-	#NAME?	
1529535..1529744	+	69	15901464	-	SP_1628	-	-	#NAME?	
1529814..1529918	+	34	15901465	-	SP_1629	-	-	#NAME?	
1530109..1530498	+	129	15901466	-	SP_1630	-	-	#NAME?	
1535512..1535814	-	100	15901471	-	SP_1635	-	-	#NAME?	
1539742..1540263	+	173	15901476	-	SP_1640	-	-	#NAME?	
1540394..1540807	+	137	15901477	-	SP_1641	-	-	#NAME?	
1540826..1541011	+	61	15901478	-	SP_1642	-	-	#NAME?	
1541078..1541239	+	53	15901479	-	SP_1643	-	-	#NAME?	
1554766..1557177	-	803	15901489	-	SP_1654	-	-	#NAME?	
1557973..1558161	-	62	15901491	-	SP_1656	-	-	#NAME?	
1558244..1558468	+	74	15901492	-	SP_1657	-	-	#NAME?	
1558537..1558797	-	86	15901493	-	SP_1658	-	-	#NAME?	
1562181..1562342	-	53	15901495	-	SP_1660	-	-	#NAME?	
1578734..1578832	-	32	15901513	-	SP_1678	-	-	#NAME?	
1579029..1579373	-	114	15901514	-	SP_1679	-	-	#NAME?	
1598470..1598697	-	75	15901528	-	SP_1694	-	-	#NAME?	
1600611..1600718	-	35	15901530	-	SP_1696	-	-	#NAME?	
1609291..1609578	-	95	15901537	-	SP_1703	-	-	#NAME?	
1610242..1610883	-	213	15901539	-	SP_1705	-	-	#NAME?	
1610876..1611667	-	263	15901540	-	SP_1706	-	-	#NAME?	
1611852..1612190	-	112	15901541	-	SP_1707	-	-	#NAME?	
1612327..1612671	-	114	15901542	-	SP_1708	-	-	#NAME?	
1622205..1622306	-	33	15901552	-	SP_1718	-	-	#NAME?	
1627112..1627309	-	65	15901556	-	SP_1723	-	-	#NAME?	
1632374..1632661	-	95	15901561	-	SP_1728	-	-	#NAME?	
1656378..1656602	-	74	15901586	-	SP_1755	-	-	#NAME?	
1656607..1656786	-	59	15901587	-	SP_1756	-	-	#NAME?	
1656788..1658125	-	445	15901588	-	SP_1757	-	-	#NAME?	
1662006..1662446	-	146	15901591	-	SP_1760	-	-	#NAME?	
1662443..1663978	-	511	15901592	-	SP_1761	-	-	#NAME?	
1672641..1673651	-	336	15901599	-	SP_1768	-	-	#NAME?	
1694194..1694496	+	100	15901604	-	SP_1775	-	-	#NAME?	
1696968..1697528	-	186	15901608	-	SP_1779	-	-	#NAME?	
1701815..1702903	-	362	15901613	-	SP_1784	-	-	#NAME?	
1702922..1703392	-	156	15901614	-	SP_1785	-	-	#NAME?	
1704172..1704378	-	68	15901616	-	SP_1787	-	-	#NAME?	
1704738..1704842	-	34	15901617	-	SP_1788	-	-	#NAME?	
1704832..1705053	-	73	15901618	-	SP_1789	-	-	#NAME?	
1708735..1709310	-	191	15901622	-	SP_1793	-	-	#NAME?	
1709561..1709986	-	141	15901623	-	SP_1794	-	-	#NAME?	
1718602..1718766	+	54	15901630	-	SP_1801	-	-	#NAME?	
1718844..1719416	+	190	15901631	-	SP_1802	-	-	#NAME?	
1720589..1720828	-	79	15901635	-	SP_1806	-	-	#NAME?	
1723399..1724130	-	243	15901639	-	SP_1810	-	-	#NAME?	
1730869..1731051	+	60	15901647	-	SP_1818	-	-	#NAME?	
1731356..1731451	-	31	15901648	-	SP_1819	-	-	#NAME?	
1731458..1731553	-	31	15901649	-	SP_1820	-	-	#NAME?	
1733076..1733444	-	122	15901651	-	SP_1822	-	-	#NAME?	
1742210..1742692	-	160	15901660	-	SP_1831	-	-	#NAME?	
1742753..1743049	-	98	15901661	-	SP_1832	-	-	#NAME?	
1745472..1745702	-	76	15901663	-	SP_1834	-	-	#NAME?	
1745913..1746038	-	41	15901664	-	SP_1835	-	-	#NAME?	
1746104..1746280	+	58	15901665	-	SP_1836	-	-	#NAME?	
1752597..1752710	-	37	15901671	-	SP_1842	-	-	#NAME?	
1752771..1752866	-	31	15901672	-	SP_1843	-	-	#NAME?	
1752826..1753053	-	75	15901673	-	SP_1844	-	-	#NAME?	
1771605..1771901	-	98	15901692	-	SP_1864	-	-	#NAME?	
1773107..1773229	+	40	15901694	-	SP_1866	-	-	#NAME?	
1797708..1797875	+	55	15901719	-	SP_1892	-	-	#NAME?	
1818590..1818796	-	68	15901731	-	SP_1904	-	-	#NAME?	
1824672..1824971	-	99	15901737	-	SP_1912	-	-	#NAME?	
1830188..1830283	-	31	15901745	-	SP_1921	-	-	#NAME?	
1833322..1833732	-	136	15901748	-	SP_1924	-	-	#NAME?	
1833725..1834333	-	202	15901749	-	SP_1925	-	-	#NAME?	
1834346..1834822	-	158	15901750	-	SP_1926	-	-	#NAME?	
1836144..1836242	-	32	15901753	-	SP_1929	-	-	#NAME?	
1836471..1836731	-	86	15901754	-	SP_1930	-	-	#NAME?	
1836790..1837344	-	184	15901755	-	SP_1931	-	-	#NAME?	
1837331..1837429	-	32	15901756	-	SP_1932	-	-	#NAME?	
1837532..1838326	-	264	15901757	-	SP_1933	-	-	#NAME?	
1841489..1841602	-	37	15901762	-	SP_1938	-	-	#NAME?	
1848036..1848656	-	206	15901769	-	SP_1945	-	-	#NAME?	
1850094..1850264	+	56	15901771	-	SP_1947	-	-	#NAME?	
1850367..1850591	+	74	15901772	-	SP_1948	-	-	#NAME?	
1850598..1850786	+	62	15901773	-	SP_1949	-	-	#NAME?	
1854927..1855856	+	309	15901776	-	SP_1952	-	-	#NAME?	
1859412..1859723	+	103	15901778	-	SP_1955	-	-	#NAME?	
1861333..1861494	+	53	15901781	-	SP_1958	-	-	#NAME?	
1870422..1870529	+	35	15901785	-	SP_1962	-	-	#NAME?	
1873073..1873279	-	68	15901788	-	SP_1965	-	-	#NAME?	
1877918..1878082	+	54	15901794	-	SP_1971	-	-	#NAME?	
1881768..1881872	+	34	15901800	-	SP_1977	-	-	#NAME?	
1889621..1889935	-	104	15901809	-	SP_1986	-	-	#NAME?	
1907056..1907250	-	64	15901827	-	SP_2004	-	-	#NAME?	
1907247..1907378	-	43	15901828	-	SP_2005	-	-	#NAME?	
1930261..1930356	+	31	15901846	-	SP_2025	-	-	#NAME?	
1944882..1945505	-	207	15901860	-	SP_2039	-	-	#NAME?	
1947748..1947879	-	43	15901864	-	SP_2043	-	-	#NAME?	
1950866..1951279	-	137	15901867	-	SP_2047	-	-	#NAME?	
1979547..1979726	-	59	15901890	-	SP_2071	-	-	#NAME?	
2012707..2013018	-	103	15901917	-	SP_2102	-	-	#NAME?	
2014501..2014707	-	68	15901919	-	SP_2104	-	-	#NAME?	
2029643..2029873	-	76	15901930	-	SP_2115	-	-	#NAME?	
2029891..2030532	-	213	15901931	-	SP_2116	-	-	#NAME?	
2030544..2031224	-	226	15901932	-	SP_2117	-	-	#NAME?	
2031280..2031480	-	66	15901933	-	SP_2118	-	-	#NAME?	
2031693..2032160	-	155	15901935	-	SP_2120	-	-	#NAME?	
2036068..2036202	-	44	15901938	-	SP_2124	-	-	#NAME?	
2049848..2050174	-	108	15901952	-	SP_2139	-	-	#NAME?	
2050211..2050420	-	69	15901953	-	SP_2140	-	-	#NAME?	
2061782..2062006	+	74	15901960	-	SP_2147	-	-	#NAME?	
2077267..2079561	-	764	15901970	-	SP_2160	-	-	#NAME?	
2094756..2094890	-	44	15901987	-	SP_2177	-	-	#NAME?	
2100871..2101458	+	195	15901989	-	SP_2182	-	-	#NAME?	
2101545..2101748	-	67	15901990	-	SP_2183	-	-	#NAME?	
2121383..2121493	+	36	15902007	-	SP_2200	-	-	#NAME?	
